actual_audience_size_number_of_participants_in_person,actual_audience_size_number_of_participants_online,airtable_id,end_date,event_name,event_type,event_unique_identifier,number_of_booked_participants,postcode_(from_venue),project_name,project_type,season,start_date,status,ticket_tailor_id,ward_(from_venue)
35.0,,1034,,Creation Station - Kirkgate Market ,['CLE - Community Engagement session'],01 - The Awakening: Creation Station - Kirkgate Market ,,['LS2 7HY'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2022-11-25,01 - Greenlit,,['Little London and Woodhouse']
29.0,,1327,2022-11-25,Leeds Cultural Heritage: Manston Primary,['CLE - Creative Learning session'],01 - The Awakening: Leeds Cultural Heritage: Manston Primary,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2022-11-25,01 - Greenlit,,
22.0,2.0,470,2022-12-08,Early Career Music Promoters Selection Workshop  ,['CLE - Skills and Talent session'],CLE - Skills Development: Early Career Music Promoters Selection Workshop  ,,['LS10 1NE'],CLE - Skills Development,CLE,['Season 1 - Awakening'],2022-12-08,01 - Greenlit,,['Hunslet and Riverside']
,5094.0,2450,2024-01-21,LEEDS 2023 Culture Map,['Online'],14 - Digital projects: LEEDS 2023 Culture Map,,,14 - Digital projects,Produce (Signature),,2023-01-01,01 - Greenlit,,
12920.0,,1678,2024-03-31,Northern Dreaming ,,13 - Northern Dreaming: Northern Dreaming ,,,13 - Northern Dreaming,Produce (Signature),['Season 3 - Dreaming'],2023-01-01,01 - Greenlit,,
32.0,,921,2023-03-30,Off the Curriculum ,['CLE - Creative Learning session'],Creative Learning S1: Off the Curriculum ,,['LS11 5EL'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-01-03,01 - Greenlit,,['Hunslet and Riverside']
30.0,,854,2023-03-31,Off the Curriculum ,['CLE - Creative Learning session'],Creative Learning S1: Off the Curriculum ,,['LS15 0NN'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-01-03,01 - Greenlit,,['Temple Newsam']
90.0,0.0,735,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS28 9HU'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-04,01 - Greenlit,,['Pudsey']
100.0,,172,2023-01-05,Mass Movement Rehearsals,,01 - The Awakening: Mass Movement Rehearsals,,[' LS11 9RQ'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-05,01 - Greenlit,,['Beeston and Holbeck']
30.0,,855,2023-01-06,Off the Curriculum ,['CLE - Creative Learning session'],Creative Learning S1: Off the Curriculum ,,['LS16 5NW'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-01-06,01 - Greenlit,,['Weetwood']
5140.0,,175,2023-01-07,Opening Event,['Public Event - Performance'],01 - The Awakening: Opening Event,,['LS6 3BR'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-06,01 - Greenlit,,['Headingley and Hyde Park']
14.0,,339,2023-01-13,Community Pilot Session 1: Afghan Families in Hotels at Garforth,['CLE - Community Engagement session'],01 - The Awakening: Community Pilot Session 1: Afghan Families in Hotels at Garforth,,['LS6 1JD'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-13,01 - Greenlit,,['Headingley and Hyde Park']
120.0,,1364,,Waking the Artist at St Joseph's Wetherby,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist at St Joseph's Wetherby,59.0,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-13,01 - Greenlit,,
90.0,0.0,723,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS6 2LG'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-16,01 - Greenlit,,['Headingley and Hyde Park']
30.0,,857,,Waking the Artist Roundhay High School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Roundhay High School Pack,,['LS8 1ND'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-19,01 - Greenlit,,['Roundhay']
94.0,,859,,Waking the Artist St Philip's Catholic Primary & Nursery School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist St Philip's Catholic Primary & Nursery School Pack,,['LS10 3SL'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-19,01 - Greenlit,,['Middleton Park']
90.0,0.0,724,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS27 0PD'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-20,01 - Greenlit,,['Morley South']
120.0,,338,2023-01-20,School Pilot Session 1: St Joseph's Wetherby,['CLE - Creative Learning session'],01 - The Awakening: School Pilot Session 1: St Joseph's Wetherby,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-20,01 - Greenlit,,
60.0,,861,,Waking the Artist Pudsey Lowtown Primary School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Pudsey Lowtown Primary School Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-20,01 - Greenlit,,
90.0,0.0,725,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS12 3DS'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-23,01 - Greenlit,,['Armley']
11.0,,1065,2023-04-24,Early Career Music Promoters Workshop 1 - 13,['CLE - Skills and Talent session'],CLE - Skills Development: Early Career Music Promoters Workshop 1 - 13,,['LS10 1NE'],CLE - Skills Development,CLE,['Season 1 - Awakening'],2023-01-23,01 - Greenlit,,['Hunslet and Riverside']
25.0,,662,2023-02-27,Off the Curriculum ,['CLE - Creative Learning session'],Creative Learning S1: Off the Curriculum ,,['LS12 2AY'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-01-23,01 - Greenlit,,['Armley']
35.0,0.0,726,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS16 7RX'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-24,01 - Greenlit,,['Adel and Wharfedale']
24.0,,1662,2023-01-26,City Stories: Common Ground - Buddhist Community Photography Session,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Buddhist Community Photography Session,,['LS11 9RQ'],Hidden Stories,CLE,,2023-01-26,01 - Greenlit,,['Beeston and Holbeck']
29.0,,853,2023-03-02,Off the Curriculum ,['CLE - Creative Learning session'],Creative Learning S1: Off the Curriculum ,,['LS3 1JP'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-01-26,01 - Greenlit,,['Little London and Woodhouse']
90.0,0.0,727,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS13 1DQ'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,['Bramley and Stanningley']
36.0,,2146,,Waking the Artist 1st Adel Rainbows Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist 1st Adel Rainbows Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
25.0,,2147,,Waking the Artist 1st Cookridge Rainbows Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist 1st Cookridge Rainbows Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
20.0,,2148,,Waking the Artist 3rd Cookridge Rainbows Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist 3rd Cookridge Rainbows Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
25.0,,863,,Waking the Artist 4th Horsforth Brownie Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist 4th Horsforth Brownie Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
15.0,,2149,,Waking the Artist Autism First Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Autism First Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
220.0,,1238,,Waking the Artist Cookridge Primary School,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Cookridge Primary School,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
220.0,,862,,Waking the Artist Cookridge Primary School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Cookridge Primary School Pack,,['LS16 7DH'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,['Weetwood']
30.0,,864,,Waking the Artist KVDT Pack,['CLE - Community Engagement session'],01 - The Awakening: Waking the Artist KVDT Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-27,01 - Greenlit,,
37.0,,867,,Waking the Artist 9th Airedale Monday Cubs Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist 9th Airedale Monday Cubs Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-28,01 - Greenlit,,
24.0,,865,,Waking the Artist Calverley 2nd Brownies Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Calverley 2nd Brownies Pack,,['LS28 5NL'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-28,01 - Greenlit,,['Calverley and Farsley']
20.0,,868,,Waking the Artist Calverley 2nd Brownies Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Calverley 2nd Brownies Pack,,['LS28 5NL'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-01-29,01 - Greenlit,,['Calverley and Farsley']
30.0,0.0,728,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS7 4JE'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-30,01 - Greenlit,,['Chapel Allerton']
90.0,0.0,729,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS26 8EX'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-01-31,01 - Greenlit,,['Rothwell']
30.0,,852,2023-03-01,Off the Curriculum ,['CLE - Creative Learning session'],Creative Learning S1: Off the Curriculum ,,['LS17 6QP'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-01-31,01 - Greenlit,,['Moortown']
200.0,,2392,2023-06-30,City Stories: Common Ground - Events (Sikh community),['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Events (Sikh community),,['LS11 6DP'],Hidden Stories,CLE,,2023-02-01,01 - Greenlit,,['Hunslet and Riverside']
210.0,,2467,2023-07-21,Culture of the Doorstep,['CLE - Creative Learning session'],General CLE: Culture of the Doorstep,,,General CLE,CLE,"['Season 1 - Awakening', 'Season 2 - Playing']",2023-02-01,01 - Greenlit,,
465.0,,2468,2023-07-21,Culture of the Doorstep,['CLE - Creative Learning session'],General CLE: Culture of the Doorstep,,,General CLE,CLE,"['Season 1 - Awakening', 'Season 2 - Playing']",2023-02-01,01 - Greenlit,,
65.0,,869,,Waking the Artist Manor Wood Primary School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Manor Wood Primary School Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-01,01 - Greenlit,,
25.0,,2152,,Waking the Artist Manston Primary School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Manston Primary School Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-01,01 - Greenlit,,
90.0,0.0,741,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS14 6HA'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-02-02,01 - Greenlit,,['Killingbeck and Seacroft']
10.0,,2411,2023-02-02,City Stories: Common Ground - Formal Portraits,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Formal Portraits,,['LS11 6RD'],Hidden Stories,CLE,,2023-02-02,01 - Greenlit,,['Hunslet and Riverside']
35.0,,2410,2023-02-02,City Stories: Common Ground - Photography session ,['CLE - Community Engagement session'],Hidden Stories: City Stories: Common Ground - Photography session ,,['LS11 6RD'],Hidden Stories,CLE,,2023-02-02,01 - Greenlit,,['Hunslet and Riverside']
8.0,,1655,2023-02-02,Royal Armouries - Community Researchers,['CLE - Community Engagement session'],Hidden Stories: Royal Armouries - Community Researchers,,['LS10 1LT'],Hidden Stories,CLE,,2023-02-02,01 - Greenlit,,['Hunslet and Riverside']
112.0,,878,,Waking the Artist Brudenell Primary School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Brudenell Primary School Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-02,01 - Greenlit,,
30.0,,875,,Waking the Artist Carr Manor Community School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Carr Manor Community School Pack,,[' LS17 5DJ'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-02,01 - Greenlit,,['Moortown']
60.0,,874,,Waking the Artist Friends of Sandringham Park Pack,['CLE - Community Engagement session'],01 - The Awakening: Waking the Artist Friends of Sandringham Park Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-02,01 - Greenlit,,
16.0,,873,,Waking the Artist Heartlines Writing Group Pack,['CLE - Community Engagement session'],01 - The Awakening: Waking the Artist Heartlines Writing Group Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-02,01 - Greenlit,,
90.0,0.0,731,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS10 2JU'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-02-03,01 - Greenlit,,['Middleton Park']
90.0,0.0,732,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS16 5AG'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-02-03,01 - Greenlit,,['Weetwood']
91.0,,876,,Waking the Artist Rosebank Primary School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Rosebank Primary School Pack,,['LS3 1JP'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-05,01 - Greenlit,,['Little London and Woodhouse']
30.0,,2155,,Waking the Artist Roundhay High School Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist Roundhay High School Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-05,01 - Greenlit,,
90.0,0.0,736,,Authors Abroad session,['CLE - Creative Learning session'],CLE - Authors Abroad: Authors Abroad session,,['LS6 4QE'],CLE - Authors Abroad,CLE,['Season 1 - Awakening'],2023-02-06,01 - Greenlit,,['Moortown']
,,661,2023-02-07,Waking the Artist Beat 1,"['Public Event - Exhibition', 'Public Event - Installation']",01 - The Awakening: Waking the Artist Beat 1,,"['LS1 6HB ', 'LS1 6PU', 'LS10 1NE', 'LS1 7BT ', 'LS10 1JQ', 'LS1 6HW']",01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-06,01 - Greenlit,,"['Little London and Woodhouse', 'Little London and Woodhouse', 'Hunslet and Riverside', 'Hunslet and Riverside', 'Hunslet and Riverside', 'Little London and Woodhouse']"
5.0,,1109,2023-02-07,Digital Upskilling Workshop 1/20,['CLE - Skills and Talent session'],Creative Learning S1: Digital Upskilling Workshop 1/20,,['LS17 5NY'],Creative Learning S1,CLE,['Season 1 - Awakening'],2023-02-07,01 - Greenlit,,['Alwoodley']
15.0,,877,,Waking the Artist Be More and Swarthmore Pack,['CLE - Community Engagement session'],01 - The Awakening: Waking the Artist Be More and Swarthmore Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-07,01 - Greenlit,,
24.0,,930,,Waking the Artist at Cockburn School,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist at Cockburn School,24.0,['LS11 5TT'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-08,01 - Greenlit,,['Beeston and Holbeck']
57.0,,881,,Waking the Artist at St Philip's Catholic Primary School,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist at St Philip's Catholic Primary School,57.0,['LS10 3SL'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-08,01 - Greenlit,,['Middleton Park']
,,519,2023-02-09,Bramley and Stanningley Grant Info Session 1,['CLE - Community Engagement session'],12 - My LEEDS 2023: Bramley and Stanningley Grant Info Session 1,,['LS13 3JT'],12 - My LEEDS 2023,Produce (Signature),['Season 2 - Playing'],2023-02-09,01 - Greenlit,,['Bramley and Stanningley']
20.0,,2144,,Waking the Artist St Anne's Alcohol Services Pack,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist St Anne's Alcohol Services Pack,,,01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-10,01 - Greenlit,,
7.0,,880,,Waking the Artist St Augustine's Wrangthorn SPACE,['CLE - Creative Learning session'],01 - The Awakening: Waking the Artist St Augustine's Wrangthorn SPACE,,['LS6 1BJ'],01 - The Awakening,Produce (Signature),['Season 1 - Awakening'],2023-02-10,01 - Greenlit,,['Headingley and Hyde Park']
